record_id,policy_id,entry_type,correct_type,update_type,update_level,description,date_announced,date_start,date_end,country,ISO_A3,ISO_A2,init_country_level,domestic_policy,province,city,type,type_sub_cat,type_text,type_quarantine_days,type_mass_gathering,type_who_gen,source_corr_type,school_status,target_country,target_geog_level,target_region,target_province,target_city,target_other,target_who_what,target_direction,travel_mechanism,compliance,enforcer,index_high_est,index_med_est,index_low_est,index_country_rank,link,date_updated,recorded_date,country_overwrite,missingDum,orphanDum,gov
R_56Cjg59qQ9VV4A1Et,3799597,new_entry,original,NA,NA,"On April 24th, the government of North Rhine-Westphalia announced that wearing masks, clothes or scarves for covering mouth and nose would be compulsory in public transports, retail shops and medical offices as well as when providing services for which a minimum safe distance of 1.5m could not be ensured. The policy was scheduled to start on April 27th and last until May 3rd.",2020-04-24,2020-04-27,2020-05-03,Germany,DEU,DE,Provincial,1,North Rhine-Westphalia,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,North Rhine-Westphalia,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,"Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)",Provincial/State Government,56.047390066701645,53.26555289143866,49.994148694718675,106,https://www.land.nrw/de/pressemitteilung/landesregierung-fuehrt-maskenpflicht-ein,2020-07-20,2020-07-20T23:09:38Z,0,0,0,North Rhine-Westphalia
R_56Cjg59qQ9VV4A1Ci,3799597,new_entry,original,NA,NA,"On April 24th, the government of North Rhine-Westphalia announced that wearing masks, clothes or scarves for covering mouth and nose would be compulsory in public transports, retail shops and medical offices as well as when providing services for which a minimum safe distance of 1.5m could not be ensured. The policy was scheduled to start on April 27th and last until May 3rd.",2020-04-24,2020-04-27,2020-05-03,Germany,DEU,DE,Provincial,1,North Rhine-Westphalia,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,North Rhine-Westphalia,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,"Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)",Provincial/State Government,56.047390066701645,53.26555289143866,49.994148694718675,106,https://www.land.nrw/de/pressemitteilung/landesregierung-fuehrt-maskenpflicht-ein,2020-07-20,2020-07-20T23:09:38Z,0,0,0,North Rhine-Westphalia
R_2anxbcpERZkuqaVCw,4578339,update,original,Change of Policy,Both Strengthening and Relaxing,"On March 13th, 2020 the government of Saxony, Germany announced that starting March 16th, the children's school duty will be suspended until April 17th. Schools will still be open and teachers present to offer supervision of students, but there will be no lessons. All children that can stay home, should do so. UPDATE: The original suspension of schools was set until April 17th., it has been extended until May 3rd. Exceptions are made for students in their final year, for them school starts earlier, on April 18th after the Easter Holiday.",2020-03-13,2020-03-16,2020-07-17,Germany,DEU,DE,Provincial,0,Saxony,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony,NA,NA,12,NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Municipal Government",53.46084262438372,52.573227597628616,51.68922999787384,150,https://www.sachsen-fernsehen.de/coronavirus-in-sachsen-alle-informationen-im-liveticker-727775/,2020-07-13,2020-07-13T09:36:29Z,0,0,0,Saxony
R_Zelr2f07vy0zltLDv,7776503,update,original,Change of Policy,Strengthening,"Germany is enforcing a Lockdown on all residents in Bavaria on March 20: By order of the Bavarian government, leaving one's own home is now only allowed if there are ""good reasons"". These include: the way to work; necessary shopping; visits to the doctor and pharmacy; visiting your partner, or the elderly, sick or people with disabilities outside facilities and accompanying the dying; exercising custody in the respective private sphere; sports and exercise in the fresh air - but only alone or with the people with whom you live. The policy is extended until May 3. From then on one person from another household is allowed to join for sports outside. UPDATE: The policy is extended until May 3.",2020-04-16,2020-04-20,2020-05-10,Germany,DEU,DE,Provincial,1,Bavaria,NA,Lockdown,Lockdown,NA,NA,NA,NA,Use the old source,NA,Germany,A geographical or administrative unit within a country,NA,Bavaria,NA,NA,All Residents (Citizen Residents +Foreign Residents),Inbound,Not Applicable,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)","Provincial/State Government,Police",55.38151173259997,53.29782067975011,51.56702640502544,111,https://www.stmas.bayern.de/imperia/md/content/stmas/stmas_inet/20-03-19_ausgangsbeschrankung_bayern_.pdf,2020-08-21,2020-08-21T11:07:36Z,0,0,0,Bavaria
R_27WI9KAf0MMmisBNA,8280241,update,original,NA,Relaxing,"As of April 25, 2020, Bremen, a state of Germany relaxes its restriction of the closure of public places to now allow the opening of open air sports grounds. The sports grounds can also open their sanitary facilities, but must provide hand desinfection and paper towels, locker rooms must remain closed. The social distance of 1,5 m must remain and the restrictions of a maximum of two people from different households equally persist. The relaxation should ease a slow rolling back of the policies and allow for a better care of children and the youth. UPDATE: The restriction of mass gatherings has now been relaxed on April 25 to allow the opening of open air sports grounds, as long as 1,5m distance is kept between persons and the locker rooms remain closed.",2020-04-24,2020-04-25,2020-10-31,Germany,DEU,DE,Provincial,0,Bremen,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,1000,NA,NA,NA,Germany,NA,NA,Bremen,NA,NA,8,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government,Municipal Government,Police",55.925319133121945,53.316098468389,50.559474128358275,111,https://www.amtliche-bekanntmachungen.bremen.de/sixcms/media.php/1624/Allgemeinverf%FCgung_Freiluftsportanlagen_final_24042020_barrierefrei.pdf,2020-04-25,2020-04-25T13:14:02Z,0,0,0,Bremen
R_2YcdKB3FZueGM7gNA,8561690,update,original,Change of Policy,Strengthening,"On March 22, 2020, the government of Saxony-Anhalt, Germany, announced a stay-at-home order, not allowing individuals to leave the house without a valid reason. The policy is extended until May 3. UPDATE: The policy is extended until May 3.",2020-04-16,2020-04-20,2020-05-03,Germany,DEU,DE,Provincial,0,Saxony-Anhalt,NA,Lockdown,Lockdown,NA,NA,NA,No special population targeted,Use the old source,NA,Germany,NA,NA,Saxony-Anhalt,NA,NA,13,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),"Municipal Government,Police",55.38151173259997,53.29782067975011,51.56702640502544,111,https://www.halberstadt.de/de/masznahmen-zur-eindaemmung-der-ausbreitung-des-coronavirus-in-sachsenanhalt/22032020-vollzug-des-infektionsschutzgesetzes-ifsg-ausgangsbeschraenkung-anlaesslich-der-covid-19pandemie.html,2020-08-21,2020-08-21T10:52:04Z,0,0,0,Saxony-Anhalt
R_2dtZm3HE0FbwnRXCi,9839945,update,original,Change of Policy,Strengthening,It is not allowed to consume food within 100 m from the restaurant where it was purchased UPDATE: prolonged on 18.4. until 3.5.,2020-04-18,2020-04-20,2020-05-17,Germany,DEU,DE,Provincial,0,Schleswig-Holstein,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Schleswig-Holstein,NA,NA,13,NA,NA,Mandatory with Fines,Police,55.38151173259997,53.29782067975011,51.56702640502544,111,https://transparenz.schleswig-holstein.de/,2020-07-19,2020-07-19T18:45:48Z,0,0,0,Schleswig-Holstein
R_NVY87RC0IdflG0xAn,1938903,new_entry,original,NA,NA,"On March 15, the state of Hamburg announced that in principle, all events despite some exceptions are prohibited until April 30. Exceptions are private events up to 100 participants, vital events for supply reasons or political events as committee meetings.",2020-03-15,2020-03-16,2020-05-31,Germany,DEU,DE,Provincial,1,Hamburg,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Hamburg,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,"Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)","Provincial/State Government,Police",53.46084262438372,52.573227597628616,51.68922999787384,150,https://www.luewu.de/docs/gvbl/docs/2359.pdf,2020-07-18,2020-07-18T21:55:31Z,0,0,0,Hamburg
R_vGIFfJj4UywZ7qNAn,1938903,update,original,Change of Policy,Strengthening,"On March 15, the state of Hamburg announced that in principle, all events despite some exceptions are prohibited until April 30. Exceptions are private events up to 100 participants, vital events for supply reasons or political events as committee meetings. On March 22, it was announced that private events are now forbidden as well, no matter how many participants. UPDATE: On March 22, it was announced that private events are now forbidden as well, no matter how many participants.",2020-03-22,2020-03-23,2020-05-31,Germany,DEU,DE,Provincial,0,Hamburg,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Hamburg,NA,NA,13,NA,NA,Mandatory with Fines,"Provincial/State Government,Police",54.33498238463689,53.11978087405829,51.821679755267176,148,https://www.luewu.de/docs/gvbl/docs/2359.pdf,2020-07-18,2020-07-18T22:06:27Z,0,0,0,Hamburg
R_3mfckfCewEolPfHNA,1981688,new_entry,original,NA,NA,"As of March 13, Hamburg (Germany) has passed a general ruling on dealing with major events, prohibiting all events with more than 1000 people until April 30.",2020-03-12,2020-03-13,2020-04-30,Germany,DEU,DE,Provincial,1,Hamburg,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,1000,NA,NA,NA,Germany,NA,NA,Hamburg,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government,Other (Please specify in the text box)",53.90753924325425,52.369072354316444,51.0866922255872,169,https://www.hamburg.de/coronavirus/pressemeldungen/13707452/coronavirus-kulturveranstaltungen-spielbetrieb/,2020-04-08,2020-04-08T08:28:08Z,0,0,0,Hamburg
R_ah2w0ZOyeSvMEj7NA,1981688,update,original,NA,Strengthening,"As of March 13, Hamburg (Germany) called for ""as of now, also to refrain from all public and private events which are not necessary or compulsory and which have fewer than 1000 participants"". This also applies to private cultural organisers such as private theatres and museums, concert organisers or music clubs. UPDATE: The original restrictions was for all gatherings with more than 1000 people, it has been intensified by asking to cancel all events.",2020-03-13,2020-03-14,2020-03-14,Germany,DEU,DE,Provincial,0,Hamburg,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,1000,NA,NA,NA,Germany,NA,NA,Hamburg,NA,NA,1,NA,NA,Mandatory (Unspecified/Implied),"Ministry/Department of Health,Provincial/State Government,Other (Please specify in the text box)",53.90753924325425,52.369072354316444,51.0866922255872,169,https://www.hamburg.de/coronavirus/pressemeldungen/13719184/coronavirus-hamburger-kultur-betroffen/,2020-04-08,2020-04-08T10:32:22Z,0,0,0,Hamburg
R_PTHnkW4i3eu6nXrCw,2662970,update,original,Change of Policy,Strengthening,"On March 23, in Switzerland the Canton Jura announced that
- all schools (compulsory and post-compulsory) will remain closed till April 30, 2020. 
- Admission to childcare facilities is limited to children who cannot benefit from a private daycare solution.
Priority is given to the children of people mobilized in the fight against the coronavirus, and for children whose placement is ordered or recommended by the authorities or social services. UPDATE: The original closure of schools and children daycare was  set to last till April 4, it has been extendet to April 30.",2020-03-23,2020-03-23,2020-05-11,Switzerland,CHE,CH,Provincial,0,Jura,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Jura,NA,NA,13,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),"Provincial/State Government,Municipal Government",56.57908350000672,54.63900028601563,52.69601826199967,184,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/COVID-19-le-canton-du-Jura-prend-d-importantes-mesures-supplementaires-pour-proteger-la-sante-de-la-population.html,2020-05-04,2020-05-04T20:34:55Z,0,0,1,Jura
R_2TtJrREeeIAbRISCw,2662970,update,original,Change of Policy,Relaxing,"On April 3, in Switzerland the Canton Jura announced an extended access to childcare facilities after April 6. 
In the absence of another private solution, parents working in the following areas can make requests: distribution of essential goods, bank, post office or even mobilization by civil protection or the army, provided that both spouses are active in these fields or that the request concerns a single-parent family .
 UPDATE: Originally all schools and childcare facilities were closed. Daycare was provided for children of medical and social staff. Now access to daycare is extended to children of parents working in essential business.",2020-04-03,2020-04-06,2020-05-11,Switzerland,CHE,CH,Provincial,0,Jura,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Jura,NA,NA,13,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),"Provincial/State Government,Municipal Government",56.055438500172244,55.19119254263815,54.04857879947779,184,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/COVID-19-le-canton-du-Jura-prend-d-importantes-mesures-supplementaires-pour-proteger-la-sante-de-la-population.html,2020-05-06,2020-05-06T17:58:04Z,0,0,1,Jura
R_2TsZminIXjjDOIBNA,5767119,update,original,End of Policy,NA,Saarland (Germany) is imposing a lockdown on all citizens on March 21. People may not leave their homes except for urgent reasons. The policy ends on April 28. UPDATE: The policy ends on April 28.,2020-04-28,2020-04-28,2020-04-28,Germany,DEU,DE,Provincial,0,Saarland,NA,Lockdown,Lockdown,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saarland,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,56.40824815163276,53.31240470189448,49.7991309709459,112,https://www.sr.de/sr/home/nachrichten/politik_wirtschaft/corona_hans_ausgangsbeschraenkungen_100.html,2020-08-08,2020-08-08T10:15:32Z,0,0,0,Saarland
